,LIC_1,LIC_3,LIC_31,LIC_35,LIC_37,LIF_22,LIF_24,LIF_26,LIF_28,LIF_30
Polb,4.347665,4.91239,9.15964,5.164186,5.549056,10.300447,7.789771,4.736084,5.877522,5.399417
Pold1,1.176949,1.369364,1.413036,1.09748,2.550905,2.050217,1.528288,1.59341,1.187448,1.516501
Pold2,5.196161,2.30213,3.555515,2.47488,3.486766,3.917774,3.025772,3.661675,4.81979,3.086521
Pold3,3.582256,4.908062,9.758053,10.409117,9.972959,12.176238,9.250321,8.599158,9.548328,8.7871
Pold4,76.079567,50.267029,80.569298,71.46524,59.271324,66.565308,75.053436,78.910774,77.644104,73.061905
Poldip2,41.703728,68.764549,102.372032,96.573845,60.074265,112.460228,98.347008,83.656212,106.996307,71.45813
Poldip3,4.006783,5.062071,11.111571,10.60546,6.309525,15.924564,12.233405,9.848601,12.072327,8.108445
Pole,0.943495,0.369985,0.6953,0.485464,1.013656,1.274331,1.387423,1.1779,0.881361,0.911847
Pole2,0,0.024212,0.150722,0.194839,0.054762,0,0,0.146479,0.225995,0.141975
Pole3,10.593916,10.231243,15.993339,14.842556,10.183714,14.609421,12.977347,10.771194,12.129192,6.994885
Pole4,11.766542,11.11351,21.116186,25.653063,20.478718,24.435856,23.792313,20.125683,23.814381,13.54712
Polg,12.075593,14.678893,38.979855,31.82815,23.83942,61.023388,72.331673,38.629028,36.452278,26.409704
Polg2,18.770803,17.230371,19.073111,20.794874,16.043041,17.248945,12.880984,14.743503,16.627693,15.339157
Polh,1.028805,1.592799,1.976026,1.331797,1.646412,3.425858,2.644137,0.980752,1.59694,1.613569
Poli,0.029353,0.295465,0.620564,0.08692,0.238365,0.890453,0.86083,1.059343,0.309393,0.794738
Polk,0.56472,0.472425,0.942806,0.396034,0.749157,1.524529,1.01043,1.27886,0.993298,1.176167
Poll,6.041009,8.187585,13.39002,14.122268,9.810775,15.712927,15.858059,11.172915,15.410668,11.198004
Polm,0.985449,1.080125,1.167029,1.371285,2.84431,2.718257,3.777324,2.136403,2.923087,2.088529
Poln,0.056088,0.033284,0.04058,0,0,0.049225,0,0.0614,0.064303,0.054694
Polq,0,0,0,0,0,0.043099,0,0.055228,0,0.014657
Polr1a,2.219906,1.167488,2.860145,2.202799,2.833433,5.343959,3.277581,3.775304,3.264844,3.720785
Polr1b,2.862979,3.204338,3.574657,4.417862,3.011094,6.162297,6.743967,4.151541,4.171489,4.07461
Polr1c,10.880135,15.436565,19.692862,28.700346,18.602571,27.396793,24.204926,22.683775,26.705969,22.37059
Polr1d,13.450632,16.256794,23.27084,40.803543,27.345791,38.417831,34.886055,34.429371,36.537083,26.019897
Polr1e,4.484237,2.625901,3.596601,4.886771,5.585289,7.481978,5.93277,6.445635,4.603009,6.663844
Polr1f,1.283181,1.282024,2.799566,2.903517,2.698372,3.891947,2.664161,1.776593,3.135063,2.865285
Polr1g,2.317259,3.725871,2.276421,2.564904,2.375413,1.999679,1.809503,2.889819,2.552195,3.822338
Polr1h,10.931749,19.768951,17.101141,26.331707,20.282341,22.974724,18.53179,19.703695,18.370163,17.567286
Polr2a,5.115831,4.901055,8.610286,7.749267,10.67121,18.822693,11.991215,10.822621,12.195489,10.47346
Polr2b,4.554224,6.220498,11.624385,12.141323,9.995786,16.338598,9.643274,7.56548,10.213246,6.590657
Polr2c,24.351467,26.192013,31.025394,26.648495,25.50392,28.07996,34.324448,30.642347,29.9326,36.826385
Polr2d,4.974811,8.052524,13.605618,11.676584,6.873355,14.823789,10.192467,9.48033,8.848159,7.455704
Polr2e,81.821899,94.301376,86.652512,95.712387,112.463531,100.264488,114.84465,103.52076,121.178963,110.172981
Polr2f,34.674976,52.804173,36.248482,40.243202,40.951477,18.290211,37.838215,34.674873,34.930119,39.781494
Polr2g,16.114437,18.01157,24.933077,26.505821,20.212717,23.191313,19.615828,19.206446,21.226109,16.783329
Polr2h,12.504375,13.023445,6.421647,17.128424,20.506531,14.165696,15.216505,21.916336,20.911182,15.636519
Polr2i,40.920273,93.592918,42.324276,63.158142,56.55962,34.759365,46.139721,38.31456,52.628246,66.048775
Polr2j,29.79738,51.696022,40.872746,42.813026,46.693733,36.496822,48.874519,51.04467,43.108677,48.783443
Polr2k,51.487415,65.785042,35.023537,39.205593,34.726982,25.120914,26.50176,26.790113,26.449574,18.714481
Polr2l,136.854446,295.996521,161.175537,249.492249,293.861938,141.176559,168.691406,325.358795,249.748642,306.004578
Polr2m,11.797775,15.002728,46.617153,32.888947,25.285542,47.90443,44.537151,34.08424,45.636372,27.73358
Polr3a,1.705617,1.273529,1.793204,1.549128,1.952512,3.767519,3.538259,2.034017,2.657086,2.218993
Polr3b,1.043392,0.861027,2.818377,1.767749,1.70698,3.384129,1.589143,2.756861,2.275725,1.666298
Polr3c,7.531193,6.094239,12.180058,10.090799,8.431003,14.16747,13.745734,10.663869,13.997789,9.538649
Polr3d,8.73262,7.57556,12.000514,13.030136,10.260537,11.851936,14.966711,9.233641,11.756086,11.527266
Polr3e,3.90907,3.360498,3.721689,3.828546,4.032479,7.794184,6.215548,3.479213,4.147585,5.183223
Polr3f,1.990345,1.32133,1.773311,1.465493,3.442566,3.994898,4.576038,3.066365,3.379448,2.673096
Polr3f-ps2,0.008935,0.012618,0,0.004597,0.009441,0,0.014472,0,0,0.021126
Polr3g,1.483073,0.610455,2.071222,1.046208,1.478992,3.852895,1.899764,1.741596,1.475999,1.350977
Polr3gl,25.006462,21.599398,51.745327,48.188217,53.360279,51.839008,65.764137,60.49448,66.451744,63.07616
Polr3h,6.99404,8.452314,15.39012,17.503397,11.532318,16.420116,17.503286,9.733418,10.090875,6.8047
Polr3k,17.845123,15.843234,22.928215,28.393578,25.276613,39.395039,25.849154,21.757973,24.196312,22.320488
Polrmt,7.724704,6.960475,6.861808,7.411709,10.526913,14.733001,12.689626,12.120306,12.804887,16.884632
Pom121,3.220718,0.620291,3.714815,3.431857,3.646406,8.33584,6.145056,4.836276,6.604006,3.903221
Pom121l12,0,0,0,0,0,0,0,0,0,0
Pom121l2,0,0,0,0,0,0,0,0,0,0
Pomc,4.126449,5.283628,4.650532,4.159744,5.055404,3.742767,8.018221,4.631415,6.584863,4.606966
Pomgnt1,5.936412,4.166875,8.406659,6.657268,7.35875,15.458294,11.226205,10.329134,8.564365,7.425052
Pomgnt2,2.076283,1.031187,3.250903,4.377375,2.483835,4.592258,5.984717,4.818202,6.356415,3.942899
Pomk,1.381332,2.458641,4.311018,2.294625,6.226201,3.822865,3.390811,2.689084,2.77677,2.734561
Pomp,289.409607,541.423157,369.001617,474.67392,420.552795,279.839478,336.753113,382.191956,318.683228,416.939819
Pomt1,3.030163,5.075541,7.792501,4.889636,7.79261,11.418585,9.854109,8.504563,5.722954,6.317543
Pomt2,2.442708,1.770672,2.495195,2.358588,3.961054,6.609068,5.277857,4.853207,4.344326,4.680841
Pon1,993.953857,1336.370361,2473.615967,1781.418945,1605.074341,1556.65564,1441.74585,1213.373901,1621.922729,978.839294
Pon2,76.798447,104.723206,181.152679,163.915512,110.000343,133.292252,158.02861,122.901199,132.444443,97.983109
Pon3,172.93515,183.794571,295.355774,292.380188,242.071777,195.854782,218.684647,164.557526,201.277451,216.281662
Pop1,1.402469,1.76297,2.751022,3.8211,1.635049,3.109358,3.161685,2.514224,1.139569,1.679026
Pop4,5.68258,6.416869,14.239055,11.871191,12.416329,10.701972,11.290546,13.442492,9.936651,10.292051
Pop5,8.294036,17.52207,11.706737,16.526453,16.840084,16.222704,15.056755,16.624741,18.643946,14.397996
Pop7,6.22801,8.751252,10.134874,10.735592,10.113913,11.164631,9.583183,13.374587,9.520583,6.802091
Popdc2,0.294758,0.838535,2.154059,2.509547,4.896825,6.39564,2.786183,2.380516,2.822241,2.533591
Popdc3,0,0,0,0,0.054807,0,0,0,0,0
Por,289.793335,184.349731,153.874313,227.484604,226.764603,97.846809,145.244537,281.280487,402.256378,360.412506
Porcn,1.775786,1.449922,2.345981,0.687349,2.675707,2.512426,2.22731,2.550414,4.094024,1.436235
Postn,0.183083,0.218682,0,0,0,0.07846,0,0.077726,0.355715,0
Pot1,0.751248,0.767746,2.180015,1.951187,1.614405,2.003479,2.335527,1.845973,3.0608,1.614992
Pot1b,2.570931,1.857629,0.731737,2.579209,2.910521,2.705395,4.361505,5.120971,3.462679,3.17811
Potec,0,0,0,0,0,0,0,0,0,0
Poted,0,0,0,0,0,0,0,0,0,0
Potef,1.872508,2.700239,11.331069,7.947259,8.44412,16.181244,18.7192,14.947289,14.817149,9.157727
Potefam1,0,0,0,0,0,0,0,0,0,0
Poteg,0,0,0,0,0,0,0,0,0,0
Poteh,0.097888,0.13944,0.025649,0.065643,0.509603,0.154354,0.195777,0.19085,0.067624,0.570353
Potem,0,0,0,0,0.031192,0.027878,0.096959,0,0,0
Pou1f1,0,0,0,0,0,0,0,0,0,0
Pou2af1,0.22693,0.03109,0.26846,0.177552,0.280141,0.224255,0,0,0,0
Pou2af2,0,0,0,0,0,0,0,0,0,0
Pou2af3,0,0.051966,0,0,0.06379,0,0,0,0,0.167275
Pou2f1,0.307085,0.097599,0.410037,0.240137,0.345817,0.454612,0.355723,0.307873,0.392719,0.308886
Pou2f2,0.060126,0.105453,0.243771,0.16307,0.324452,0.568224,0.296573,0.518125,0.277607,0.26012
Pou2f3,0,0,0,0,0,0,0,0,0,0
Pou3f1,0.959568,0.31647,0.347962,0.312326,0.466188,0.146511,0.050748,0.319598,0.054618,0.08265
Pou3f2,0.01451,0,0,0,0,0,0,0,0,0
Pou3f3,0.273792,0.029792,0.101243,0.204007,0.393895,0.594081,0.510098,0.65663,0.271103,0.322463
Pou3f4,0,0,0,0,0,0,0,0,0,0
Pou4f1,0,0.021661,0.068181,0.024579,0.058695,0.174022,0.171902,0,0.092381,0.320662
Pou4f2,0,0,0,0,0,0,0,0,0,0
Pou4f3,0,0,0,0,0,0,0,0,0,0
Pou5f1,0,0.062881,0,0,0,0,0,0,0,0
Pou5f2,0,0,0,0,0,0,0,0,0.527346,0
Pou6f1,2.382996,0.989355,1.034173,0.922536,4.933406,3.789223,2.864639,3.888405,3.614383,5.361353
Pou6f2,0,0,0,0,0,0,0,0,0,0
Pp2d1,6.536891,8.273723,2.86301,5.038677,3.912488,1.76597,2.512246,4.027737,2.729984,3.429142
Ppa1,42.845467,63.988743,102.4487,103.429207,45.128357,81.055183,94.355698,88.399849,97.093124,63.031544
Ppa2,33.806282,57.750908,59.022308,66.302536,35.636673,49.932121,55.902657,40.970585,44.257298,48.320026
Ppan,19.174889,22.142904,11.022918,15.31209,20.198448,27.320721,20.185465,15.058323,18.24095,24.246689
Ppara,13.157698,7.516498,16.41733,26.235296,17.718004,15.188683,18.973551,31.791315,34.179394,24.936121
Ppard,1.440391,1.140167,2.348038,1.392579,1.755653,13.043178,1.936626,2.915382,3.314068,2.082336
Pparg,1.733097,0.238002,2.019187,1.153767,2.053482,1.357964,2.287303,0.822527,1.573585,0.770033
Ppargc1a,1.425796,1.025174,1.696529,0.58588,0.591808,1.189714,1.349217,1.680964,1.068754,1.525811
Ppargc1b,0.422246,0.195467,0.314088,0.217031,0.671388,0.990801,0.379537,0.588701,0.690259,0.935787
Ppat,6.826644,5.474165,9.699084,8.246556,7.561157,11.242517,8.9539,7.490447,7.665792,6.365916
Ppbp,0,0,0,0,0,0,0,0,0,0
Ppcdc,3.961434,3.305265,7.889766,9.612261,6.683679,9.966241,5.885809,6.508122,7.834359,5.013158
Ppcs,44.326958,40.245705,41.465019,61.452362,47.630623,50.517754,66.395493,89.517731,80.10247,56.900223
Ppdpf,114.956139,169.969101,166.400131,157.754486,178.576431,156.808197,200.576447,156.342346,165.796265,177.442307
Ppef1,0,0,0,0,0,0.060267,0,0.057079,0,0.049169
Ppef2,0,0,0,0,0,0,0,0,0,0
Ppfia1,3.997295,3.341733,4.937806,4.64958,5.179277,8.883595,5.822345,6.630834,6.137225,5.596474
Ppfia2,0.079316,0.344935,0.041452,0.2119,0.758112,0.963266,0.482826,0.699665,0.453036,0.708497
Ppfia3,0,0.017129,0,0,0,0,0,0,0,0
Ppfia4,0.158811,0.020576,0.042885,0.166288,0.224836,0.126261,0.130077,0.18066,0.190228,0.165335
Ppfibp1,5.199854,4.739686,13.178047,6.751918,10.412137,19.067442,12.968058,12.156498,14.702199,9.313128
Ppfibp2,1.475531,6.387047,19.517736,14.978035,13.621463,17.458683,15.67162,15.762671,16.561056,13.18202
Pphln1,3.989891,3.789272,9.403079,6.675099,6.501899,11.608496,9.74214,6.331358,8.186682,5.029906
Ppia,545.209656,665.460693,861.615845,843.219238,651.53186,583.590515,669.343201,618.888916,602.236877,579.854797
Ppial4d,71.434532,106.248184,66.699776,80.474884,71.10289,53.220264,55.663509,62.837486,53.346069,55.695133
Ppial4g,0.137157,0.100342,0.157827,0.11383,0,0,0,0.03875,0.175371,0.167605
Ppib,255.435486,550.681946,466.29718,436.818329,329.019653,363.252014,491.718658,464.804901,375.953308,301.809998
Ppic,0.744615,1.161,0.722601,1.670953,1.475749,2.141284,1.019894,0.554516,1.651012,0.970015
Ppid,13.279181,16.885132,14.12368,27.951788,25.980455,34.552837,34.121696,29.176783,28.176399,27.074913
Ppidl1,0.156328,0.218168,0.347523,0.690735,0.336673,0.423373,0.492665,0.213182,0.462991,0.040698
Ppie,14.411366,15.526594,13.381675,17.354559,20.723984,12.893346,19.547596,17.238544,20.584532,18.396809
Ppif,27.566385,38.884449,42.433697,34.613064,31.998236,48.357231,36.636597,37.870869,50.986763,50.326424
Ppig,9.560244,7.941976,12.67074,10.659258,12.890691,17.544247,14.244195,12.283593,13.895583,14.451884
Ppih,7.855706,12.740943,13.556171,9.826488,10.451539,5.811049,6.526124,8.318861,6.707661,9.147878
Ppil1,6.807084,13.143865,8.597401,11.329251,8.148923,9.853507,8.550664,9.995229,10.447508,10.111405
Ppil2,13.779061,18.074738,18.118969,20.049528,21.859297,25.691492,21.789173,17.342112,19.709007,16.439466
Ppil3,1.025729,2.170891,4.637152,6.288612,3.091015,5.176298,2.536547,2.617955,4.376504,2.096043
Ppil4,2.616881,2.97894,3.501552,3.131562,2.51832,3.510394,4.433952,3.441159,4.391602,2.53942
Ppil6,0.189274,0,0.531207,0.5185,0.612642,0.229661,0,0.259941,0.099329,0.26946
Ppip5k1,0.720824,0.6003,0.770857,0.343596,1.819648,1.881692,1.835241,1.66616,0.989052,1.944988
Ppip5k2,11.626514,6.485035,12.324038,8.335579,8.309453,15.295954,13.02721,12.400146,13.613824,9.278496
Ppl,1.22555,0.108471,0.180948,0.158668,0.357947,0.288964,0.223928,0.418437,0.695323,0.281025
Ppm1a,21.116373,11.44011,58.489853,46.348423,34.778137,62.288502,36.672894,17.472834,38.373459,17.345261
Ppm1b,25.789923,20.815329,36.018459,30.696497,23.263391,40.301758,31.307222,30.09268,35.235729,23.336428
Ppm1d,1.253844,1.313009,2.088763,1.320372,0.951382,2.746318,1.71279,2.494022,2.15076,2.36809
Ppm1e,0,0.022867,0.019195,0.079699,0.051143,0.075362,0,0.022973,0.052854,0.0252
Ppm1f,2.489479,1.888627,6.703017,4.519296,3.961081,10.099751,5.27475,4.585583,5.607711,5.106724
Ppm1g,11.541455,13.303175,22.914812,27.734354,16.30439,30.029676,22.144457,16.772329,23.501448,16.363813
Ppm1h,2.853622,2.64992,5.026341,4.454679,4.508136,6.517018,5.774278,4.012074,3.85047,4.428764
Ppm1j,0.904986,0.046359,0.117983,0,0.48555,0,0,0.347516,0.333986,0.295034
Ppm1k,6.70915,5.194841,10.970506,1.410271,4.077784,26.419783,17.425396,16.457191,20.282528,14.023842
Ppm1l,0.746693,0.896868,2.762567,0.977354,1.62836,2.051749,2.010926,2.355304,2.034194,1.129223
Ppm1m,0.356641,0.411062,0.572061,0.943062,0.719543,0.891104,0.958746,1.141218,1.000614,1.820407
Ppm1n,0.815091,1.905487,1.473834,1.422919,2.228291,1.008744,0.74508,1.569469,2.703985,1.184106
Ppme1,4.791092,4.489838,8.625183,9.339416,7.032369,12.990735,8.628754,9.303562,9.157298,7.727179
Ppox,17.114128,27.769016,28.28484,19.806747,24.7491,27.743986,34.992996,24.897114,21.441326,20.486364
Ppp1ca,62.145893,97.133553,118.219582,138.340134,110.328354,141.359955,136.51297,125.823265,140.951141,106.031738
Ppp1cb,22.377953,12.049874,46.894024,33.000881,32.342155,55.727985,47.353462,41.668797,38.823711,21.629198
Ppp1cc,31.221224,35.508057,57.073669,55.524529,53.002838,63.84095,55.447342,52.483097,59.246399,44.058323
Ppp1r10,7.092256,6.048913,7.239666,9.499696,8.964318,17.041653,11.271898,11.539275,10.895616,10.50885
Ppp1r11,12.275854,16.89398,30.281591,22.64781,22.429688,25.985683,24.695877,23.277302,23.82028,16.788208
Ppp1r12a,5.550164,3.659338,4.630067,3.108386,4.429488,11.676204,5.699025,5.730916,6.766685,4.449077
Ppp1r12b,1.403119,0.568381,0.746972,0.842455,2.48044,2.827781,3.071733,2.650043,2.664616,3.248008
Ppp1r12c,6.015294,4.815755,7.636176,7.082376,13.008866,17.653509,13.878291,17.734079,13.986749,17.148054
Ppp1r13b,3.923084,1.428802,1.481886,1.797224,4.602683,4.037614,4.191049,2.063172,2.588336,3.304639
Ppp1r13l,1.164256,1.011371,1.100389,0.664176,1.550498,2.438596,1.545964,1.117657,1.345554,1.111337
Ppp1r14a,32.961639,54.405407,29.327938,28.974054,44.365921,28.057638,42.844643,40.899651,25.784924,24.46526
Ppp1r14b,62.13686,74.653023,63.201641,107.268951,94.302727,95.216522,91.403091,115.031929,89.797691,90.491638
Ppp1r14c,0,0.032793,0.061816,0.049741,0,0,0,0,0.099227,0.055521
Ppp1r14d,0,0,0,0,0,0.179989,0.352658,0,0,0.079692
Ppp1r15a,5.688039,5.644875,3.936458,4.683953,5.433648,6.521362,4.559322,6.275917,7.431231,5.74398
Ppp1r15b,33.490387,24.990862,42.913372,33.720047,32.938477,33.367283,38.662273,36.916603,37.158783,37.249027
Ppp1r16a,8.775839,8.230159,9.530252,9.183145,10.168275,14.052757,11.588144,10.889348,12.740564,12.706426
Ppp1r16b,0.284221,0.275646,0.934179,0.65037,0.732196,2.314396,1.238261,1.276393,1.21669,0.769839
Ppp1r17,0,0,0,0,0,0,0,0,0,0
Ppp1r18,1.648996,2.793778,3.474379,6.097384,8.197995,10.900193,5.612485,10.169267,8.539392,7.473724
Ppp1r1a,0,0,0,0,0,0.750622,0,0,0.086836,0
Ppp1r1b,1.001933,0.328006,0.386074,0.76263,1.02146,0,1.224246,1.145086,3.238014,0.469054
Ppp1r1c,0,0,0,0,0,0,0,0,0,0
Ppp1r2,7.395194,7.375445,17.217848,11.416462,8.573203,16.270763,12.864777,9.645468,12.443146,9.169165
Ppp1r21,2.777547,3.366819,9.133088,4.786938,4.899864,10.359889,8.245864,5.131184,6.284548,4.266978
Ppp1r26,0.517319,0.353035,0.856628,1.076215,0.921163,2.040692,1.823355,1.115649,1.610032,1.253345
Ppp1r27,2.492834,0,0,0,0,0,0,0,0,0.000281
Ppp1r35,11.653629,13.111949,8.673984,14.58803,15.830548,11.853426,13.531753,7.841184,10.390327,11.067474
Ppp1r36,0.252118,0,0.533565,0,0.168261,0,0.290977,0.283874,0,0.607334
Ppp1r37,11.686258,14.061653,27.065294,26.306404,25.814253,37.609264,29.354525,28.598682,32.48333,28.062798
Ppp1r3a,0.169083,0,0,0,0,0,0,0,0,0
Ppp1r3b,20.238209,20.567638,35.136459,19.814117,14.020568,37.434528,15.170537,14.695096,17.209389,26.105244
Ppp1r3c,14.360079,8.562485,22.965969,20.786205,12.452788,84.20417,30.495012,20.341713,20.599964,11.17615
Ppp1r3d,0.83083,1.082414,0.594049,0.562573,1.07061,2.533821,2.033501,0.828454,2.109251,1.200831
Ppp1r3e,0,0.420319,1.656873,0.970132,0.183563,1.979279,3.896021,1.545153,1.532496,2.075744
Ppp1r3f,0.257977,0.026541,0.050707,0.186233,0.381823,0.61578,0.385551,0.537908,0.102923,0.667063
Ppp1r3g,0.302368,1.001121,0.327147,0.452803,1.043306,0.131163,0.163867,0.585871,1.035935,0.750956
Ppp1r42,0,0,0,0,0,0,0,0,0,0
Ppp1r7,4.004681,2.938467,6.817961,6.695351,4.861392,8.638704,5.138167,5.540359,7.960533,5.282714
Ppp1r8,3.18787,3.427628,8.874566,8.752869,6.344483,12.068254,10.956409,9.119071,6.936194,9.16668
Ppp1r9a,0.124756,0.029307,0.104074,0.053361,0.106396,0.152838,0.163666,0.107158,0.065146,0.074509
Ppp1r9b,2.032147,3.242348,3.846988,4.954327,4.534631,8.382837,6.355127,8.041078,6.301634,4.88651
Ppp2ca,41.895409,26.392008,66.998352,57.499935,51.821247,81.181709,64.259087,54.31868,72.66832,45.778728
Ppp2cb,18.397787,17.98115,31.875257,34.133972,31.284199,40.094975,33.629879,26.874996,30.328314,26.219591
Ppp2r1a,34.862392,39.590282,78.581917,67.674286,49.503593,81.64856,69.486565,45.563644,55.424061,44.039192
Ppp2r1b,3.890282,4.693729,14.307146,11.843571,13.778728,19.515472,22.113581,12.217207,14.684299,8.69767
Ppp2r2a,8.875118,6.743868,11.900859,10.887669,11.437103,12.652459,11.737764,13.570473,14.203653,10.906123
Ppp2r2b,1.501334,1.262595,3.827628,1.427341,0.487243,2.021524,1.909726,0.329005,0.758019,0.484716
Ppp2r2c,0.091699,0,0.084875,0.088752,0.0587,0.173717,0.036804,0.272953,0.103439,0.14007
Ppp2r2d,20.891527,17.610262,21.790506,25.638842,21.307457,19.202921,23.194138,25.65122,30.186001,19.440001
Ppp2r3a,1.604209,0.48193,1.442119,0.900412,0.745515,1.886037,1.114367,0.99542,1.28845,0.603856
Ppp2r3b,1.956291,1.91388,1.477184,1.839798,3.755764,3.343479,2.915885,4.662447,3.039335,3.661834
Ppp2r3c,6.224764,6.381309,11.165381,9.241543,6.744169,11.125638,10.109272,8.733319,11.183469,7.008063
Ppp2r5a,43.848045,49.237972,107.658333,103.062317,69.62487,129.080704,113.067001,82.969421,88.2211,53.178326
Ppp2r5b,6.170437,4.799681,3.407162,4.767124,6.53668,9.594723,7.137857,7.193269,6.951653,6.093012
Ppp2r5c,9.441411,15.076357,19.115557,18.943727,14.881165,25.924177,21.645529,16.646187,23.251244,13.194689
Ppp2r5d,9.964372,16.602976,16.525572,15.149462,13.806252,15.145353,14.347824,12.18512,18.553438,13.20448
Ppp2r5e,1.975923,1.525266,4.116043,3.483793,2.853237,7.671621,4.51931,2.710873,5.342064,2.786286
Ppp3ca,12.321564,9.420424,10.414007,9.561048,8.197173,12.195416,10.875797,8.399142,10.973454,9.789879
Ppp3cb,5.886822,4.303833,7.740695,6.600393,6.760313,12.871662,8.881688,8.621263,9.505274,5.302283
Ppp3cc,2.121881,2.040446,3.460821,2.709243,3.297305,4.024992,1.985196,2.599832,4.588485,3.53868
Ppp3r1,9.833377,7.298802,22.710754,19.992384,17.924641,32.488472,25.692554,19.923349,23.225595,19.314083
Ppp3r2,0,0,0,0,0,0,0,0,0,0
Ppp4c,23.704424,29.576542,33.075825,47.891373,37.081062,41.249893,38.422794,37.393784,34.620136,31.628418
Ppp4r1,4.400199,2.761842,8.241248,5.236022,8.437318,16.372257,11.757212,7.775426,10.169267,7.311437
Ppp4r2,11.785964,12.981294,18.51708,15.672266,14.737233,22.517712,19.198448,15.088997,16.262758,11.785524
Ppp4r3a,10.766263,9.618989,12.629202,11.159094,10.909803,19.559755,11.634084,12.447975,13.538515,9.821872
Ppp4r3b,5.840336,4.263899,12.425037,10.829829,8.046245,13.543159,10.774342,9.899448,11.841692,7.117632
Ppp4r3c,0,0,0,0,0,0,0,0,0,0
Ppp4r4,0.357631,0.151876,0.15216,0.376406,0.437293,0.663191,0.184393,0.257963,0.432911,0.150252
Ppp5c,16.217821,12.847226,27.30781,23.428921,25.393072,30.710388,23.415361,29.83128,32.092072,26.489765
Ppp6c,5.972273,5.930214,19.115492,14.539294,9.231471,19.216902,14.886179,10.009871,16.496908,8.729173
Ppp6r1,13.922129,16.276224,31.823133,16.979137,25.102173,41.767517,30.168015,29.165003,36.200153,28.117653
Ppp6r2,10.840969,9.549583,16.607363,12.421638,18.510489,27.448727,22.747801,22.697996,20.105434,19.83346
Ppp6r3,12.546379,15.858246,22.896048,17.932722,18.262171,32.727989,25.981031,21.672491,25.844187,18.998598
Pprc1,2.293259,1.57904,1.265778,1.683926,1.51887,3.875576,1.808768,1.653402,2.649167,1.56046
Ppt1,9.105093,13.455651,20.41787,20.322989,23.573942,36.596149,22.404333,29.406687,26.4723,22.175283
Ppt2,11.187044,13.053948,19.804638,18.523443,16.952108,27.645735,25.322351,20.225235,28.507879,19.015209
Pptc7,4.316835,2.314834,5.679082,4.084996,4.741618,7.849721,6.54987,9.956079,8.423297,8.140091
Ppwd1,1.821239,1.183136,2.177747,2.237051,2.819695,4.961565,1.84055,2.906628,3.075537,2.085559
Ppy,0,0,0,0,0,0,0,0,0,0
Pqbp1,7.185481,8.834963,12.073469,12.756558,9.951606,10.130505,17.654844,12.234057,13.028718,10.715202
Pradc1,16.914398,32.133289,46.911366,48.692879,36.048779,38.88028,51.132378,46.804028,47.424007,41.056625
Praf2,4.040341,4.243517,6.002979,8.291739,9.217834,10.427116,7.557575,11.128922,10.754655,8.783351
Prag1,0.12924,0.076948,0.265856,0.085278,0.203462,0.375376,0.337352,0.155796,0.261789,0.083795
Pram1,0.042396,0.279782,0.086082,0.522833,1.046821,0.626362,0.608698,0.579803,0.826712,0.878451
Pramef12,0,0,0,0,0,0,0,0,0,0
Pramef17,0,0,0,0,0,0,0,0,0,0
Pramef20,0,0,0,0,0,0,0,0,0,0
Pramef25,0,0,0,0,0,0,0,0,0,0
Pramef27,0,0,0,0,0,0,0,0,0,0
Pramef5,0,0,0,0,0,0,0,0,0,0
Pramef8,0.647119,0.179841,0.571415,0.849854,0.260218,1.5701,0.789764,1.311206,0.963966,0.693332
Pramel,0,0,0,0,0,0.150146,0,0,0,0
Pramel18,0,0,0,0,0,0,0,0,0,0
Pramel3,0,0,0,0,0,0,0,0,0,0
Pramel34,0,0,0,0,0,0,0,0,0,0
Pramel36,0,0,0,0,0,0,0,0,0,0
Pramel38,0,0,0,0,0,0,0,0,0,0
Pramel53,0,0,0,0,0,0,0,0,0,0
Pramel6,0,0,0,0,0,0,0,0,0,0
Pramel7,0,0,0,0,0,0,0,0,0,0
Pramex1,0,0,0,0,0,0,0,0,0,0
Pramex2,0,0,0,0,0,0,0,0,0,0
Prap1,0,0.280308,0,0,0,0,0,1.202835,0,0
Prb1,0,0,0,0,0,0,0,0,0,0
Prb3,0,0,0,0,0,0,0,0,0,0
Prc1,0,0.110683,0.354724,0,0.388174,0.745365,0.148234,0.96999,0.234197,0.222321
Prcc,8.41317,8.269382,13.598518,13.205154,13.433597,18.161781,21.211847,15.770333,17.484671,12.46831
Prcd,0.782573,0.393796,0.319386,1.201907,1.419601,1.246958,1.757726,1.731607,3.189617,1.62243
Prcp,2.1938,2.749957,6.020722,6.356091,6.350163,8.80093,4.824936,4.763548,5.526815,4.274354
Prdm1,0.075975,0.092589,0.163269,0.061037,0.406583,0.809637,0.475543,0.199137,0.253604,0.404419
Prdm10,0.584563,0.267143,0.729067,0.469824,0.710508,1.006299,0.947133,0.566074,0.847978,0.934765
Prdm11,0.096165,0.054732,0.176757,0,0.345971,0.539713,0.175176,0.189623,0.430775,0.296774
Prdm12,0,0,0,0,0,0,0,0,0,0
Prdm13,0,0,0,0,0,0,0,0,0,0
Prdm14,0,0,0,0,0,0,0,0,0,0
Prdm15,1.26151,0.491562,0.410256,0.545008,1.746452,1.920897,1.624626,2.243516,1.467432,1.827262
Prdm16,0.079504,0.023413,0.028287,0.015088,0.057071,0,0,0.128977,0.121815,0
